user_id,days_since_signup,sessions_last_14d,messages_sent,plan_type,industry,received_onboarding_email,converted_to_paid
1291,21.0,1.0,77.0,pro,tech,1.0,0.0
1292,78.0,15.0,68.0,pro,finance,1.0,1.0
1293,40.0,6.0,63.0,free,tech,0.0,0.0
1294,0.0,19.0,96.0,free,healthcare,1.0,1.0
1295,86.0,1.0,164.0,free,tech,0.0,0.0
1296,46.0,8.0,66.0,free,healthcare,0.0,0.0
1297,23.0,9.0,74.0,pro,healthcare,1.0,1.0
1298,61.0,9.0,73.0,free,other,1.0,1.0
1299,48.0,12.0,85.0,free,tech,1.0,1.0
1300,2.0,12.0,107.0,free,other,1.0,1.0
1301,69.0,5.0,136.0,free,healthcare,1.0,0.0
1302,36.0,9.0,61.0,free,healthcare,0.0,0.0
1303,63.0,8.0,61.0,free,finance,0.0,0.0
1304,81.0,7.0,34.0,free,tech,1.0,1.0
1305,55.0,9.0,65.0,free,tech,1.0,0.0
1306,61.0,3.0,65.0,pro,finance,0.0,0.0
1307,23.0,4.0,62.0,free,other,0.0,0.0
1308,21.0,4.0,64.0,free,other,0.0,0.0
1309,37.0,5.0,97.0,pro,tech,0.0,0.0
1310,77.0,5.0,100.0,free,tech,1.0,0.0
1311,47.0,4.0,37.0,pro,finance,0.0,0.0
1312,31.0,5.0,62.0,free,finance,1.0,0.0
1313,70.0,4.0,66.0,free,tech,1.0,0.0
1314,77.0,0.0,81.0,free,healthcare,0.0,0.0
1315,82.0,15.0,25.0,pro,finance,0.0,0.0
1316,27.0,11.0,107.0,free,other,1.0,0.0
1317,64.0,14.0,81.0,free,tech,0.0,0.0
1318,53.0,8.0,72.0,free,other,1.0,0.0
1319,40.0,5.0,71.0,pro,other,1.0,0.0
1320,36.0,28.0,97.0,free,finance,1.0,1.0
1321,10.0,9.0,112.0,free,other,0.0,0.0
1322,25.0,15.0,100.0,free,healthcare,1.0,0.0
1323,50.0,6.0,51.0,free,finance,0.0,0.0
1324,80.0,7.0,117.0,pro,finance,0.0,0.0
1325,78.0,2.0,76.0,free,finance,0.0,0.0
1326,17.0,15.0,22.0,free,tech,0.0,1.0
1327,61.0,7.0,47.0,pro,tech,1.0,0.0
1328,7.0,1.0,36.0,pro,other,0.0,1.0
1329,61.0,2.0,54.0,pro,tech,0.0,0.0
1330,31.0,20.0,69.0,free,healthcare,1.0,1.0
1331,40.0,12.0,81.0,free,other,1.0,0.0
1332,65.0,4.0,23.0,pro,finance,0.0,0.0
1333,38.0,10.0,66.0,free,other,0.0,1.0
1334,73.0,7.0,34.0,free,other,1.0,0.0
1335,48.0,10.0,39.0,pro,tech,0.0,1.0
1336,90.0,7.0,137.0,free,tech,0.0,0.0
1337,58.0,7.0,110.0,pro,finance,0.0,0.0
1338,26.0,12.0,71.0,pro,other,1.0,1.0
1339,70.0,12.0,47.0,free,healthcare,0.0,1.0
1340,37.0,8.0,90.0,pro,tech,1.0,0.0
1341,48.0,3.0,57.0,pro,finance,1.0,1.0
1342,12.0,1.0,116.0,pro,finance,0.0,0.0
1343,10.0,9.0,49.0,free,tech,0.0,0.0
1344,52.0,3.0,52.0,free,tech,1.0,0.0
1345,16.0,8.0,25.0,free,other,1.0,0.0
1346,90.0,5.0,49.0,pro,healthcare,1.0,1.0
1347,77.0,6.0,31.0,free,other,1.0,0.0
1348,63.0,11.0,32.0,free,tech,1.0,0.0
1349,66.0,1.0,36.0,free,tech,1.0,1.0
1350,54.0,10.0,94.0,free,tech,0.0,0.0
1351,5.0,16.0,53.0,pro,healthcare,1.0,0.0
1352,35.0,10.0,49.0,pro,other,0.0,0.0
1353,45.0,5.0,12.0,free,other,0.0,0.0
1354,83.0,6.0,62.0,free,tech,0.0,0.0
1355,19.0,15.0,100.0,pro,tech,1.0,0.0
1356,45.0,23.0,51.0,free,finance,1.0,1.0
1357,31.0,7.0,52.0,free,tech,0.0,0.0
1358,12.0,10.0,131.0,free,healthcare,0.0,0.0
1359,9.0,5.0,80.0,free,tech,0.0,0.0
1360,33.0,5.0,78.0,free,other,1.0,0.0
1361,7.0,7.0,48.0,free,finance,0.0,0.0
1362,6.0,17.0,41.0,free,tech,1.0,1.0
1363,31.0,3.0,118.0,free,healthcare,1.0,0.0
1364,18.0,8.0,86.0,free,other,0.0,1.0
1365,50.0,8.0,37.0,free,other,1.0,0.0
1366,1.0,12.0,64.0,free,tech,0.0,0.0
1367,27.0,8.0,66.0,pro,finance,0.0,0.0
1368,41.0,3.0,66.0,free,tech,1.0,1.0
1369,87.0,20.0,63.0,pro,other,0.0,0.0
1370,57.0,9.0,77.0,pro,finance,1.0,1.0
1371,80.0,3.0,69.0,free,other,0.0,0.0
1372,31.0,3.0,104.0,pro,tech,0.0,1.0
1373,40.0,4.0,124.0,free,tech,1.0,0.0
1374,38.0,15.0,45.0,free,finance,0.0,0.0
1375,80.0,6.0,98.0,free,healthcare,1.0,0.0
1376,87.0,9.0,62.0,pro,tech,1.0,1.0
1377,87.0,3.0,75.0,free,tech,0.0,0.0
1378,68.0,27.0,110.0,pro,finance,1.0,0.0
1379,45.0,3.0,36.0,pro,tech,1.0,0.0
1380,49.0,18.0,85.0,free,tech,0.0,0.0
1381,89.0,17.0,45.0,free,other,1.0,0.0
1382,25.0,5.0,69.0,free,other,0.0,0.0
1383,31.0,9.0,96.0,free,healthcare,1.0,1.0
1384,81.0,16.0,32.0,free,tech,0.0,0.0
1385,35.0,9.0,50.0,free,tech,1.0,0.0
1386,21.0,10.0,136.0,free,tech,0.0,0.0
1387,51.0,4.0,78.0,pro,tech,0.0,0.0
1388,29.0,9.0,75.0,pro,tech,1.0,1.0
1389,81.0,3.0,74.0,free,tech,1.0,0.0
1390,82.0,9.0,64.0,free,finance,1.0,0.0
1391,27.0,11.0,105.0,free,healthcare,0.0,1.0
1392,48.0,22.0,95.0,free,tech,1.0,0.0
1393,89.0,16.0,119.0,pro,tech,0.0,0.0
1394,67.0,3.0,115.0,free,tech,0.0,0.0
1395,19.0,5.0,88.0,free,tech,1.0,0.0
1396,53.0,7.0,96.0,free,other,0.0,0.0
1397,56.0,17.0,76.0,free,other,1.0,1.0
1398,59.0,6.0,101.0,pro,tech,0.0,0.0
1399,2.0,17.0,62.0,pro,tech,0.0,1.0
1400,27.0,19.0,130.0,free,tech,1.0,1.0
1401,77.0,10.0,78.0,free,other,1.0,0.0
1402,21.0,11.0,78.0,free,finance,0.0,0.0
1403,27.0,3.0,81.0,free,other,1.0,1.0
1404,29.0,1.0,56.0,free,finance,0.0,0.0
1405,16.0,3.0,136.0,free,tech,1.0,1.0
1406,14.0,2.0,75.0,pro,other,0.0,0.0
1407,31.0,10.0,77.0,pro,other,0.0,1.0
1408,79.0,7.0,54.0,pro,tech,0.0,0.0
1409,0.0,8.0,60.0,pro,tech,1.0,0.0
1410,25.0,12.0,106.0,free,other,1.0,0.0
1411,5.0,13.0,107.0,free,other,1.0,1.0
1412,51.0,13.0,56.0,pro,healthcare,1.0,1.0
1413,22.0,4.0,107.0,free,tech,1.0,1.0
1414,72.0,12.0,61.0,pro,tech,0.0,1.0
1415,53.0,2.0,78.0,free,healthcare,1.0,0.0
1416,71.0,6.0,125.0,free,tech,0.0,0.0
1417,57.0,4.0,48.0,free,tech,1.0,0.0
1418,39.0,6.0,54.0,free,tech,0.0,0.0
1419,78.0,3.0,50.0,free,finance,1.0,0.0
1420,43.0,2.0,61.0,free,healthcare,0.0,0.0
1421,86.0,7.0,104.0,pro,other,1.0,1.0
1422,90.0,6.0,81.0,free,tech,0.0,1.0
1423,53.0,7.0,43.0,free,other,1.0,0.0
1424,61.0,7.0,127.0,pro,tech,1.0,0.0
1425,23.0,15.0,64.0,pro,other,1.0,1.0
1426,74.0,6.0,44.0,free,healthcare,1.0,0.0
1427,61.0,13.0,116.0,free,tech,1.0,0.0
1428,82.0,5.0,85.0,free,other,1.0,0.0
1429,24.0,10.0,48.0,free,finance,1.0,0.0
1430,71.0,5.0,88.0,pro,healthcare,0.0,0.0
1431,42.0,8.0,121.0,free,other,1.0,0.0
1432,16.0,6.0,79.0,pro,finance,1.0,1.0
1433,15.0,22.0,32.0,pro,tech,1.0,1.0
1434,51.0,8.0,83.0,free,tech,0.0,1.0
1435,29.0,12.0,85.0,free,tech,1.0,1.0
1436,9.0,6.0,32.0,pro,other,1.0,1.0
1437,38.0,7.0,102.0,pro,other,1.0,1.0
1438,59.0,6.0,102.0,free,finance,1.0,0.0
1439,29.0,2.0,54.0,free,finance,0.0,0.0
1440,86.0,15.0,64.0,free,tech,1.0,0.0
1441,70.0,9.0,96.0,free,other,1.0,0.0
1442,46.0,11.0,130.0,free,tech,0.0,0.0
1443,85.0,14.0,65.0,free,finance,1.0,1.0
1444,39.0,15.0,88.0,free,other,1.0,1.0
1445,12.0,9.0,26.0,free,other,1.0,0.0
1446,3.0,4.0,66.0,free,other,0.0,0.0
1447,85.0,17.0,52.0,free,finance,0.0,1.0
1448,87.0,6.0,100.0,pro,tech,1.0,0.0
1449,67.0,8.0,43.0,pro,tech,0.0,0.0
1450,9.0,7.0,87.0,free,finance,0.0,1.0
1451,26.0,11.0,59.0,free,other,0.0,0.0
1452,3.0,1.0,41.0,free,other,0.0,0.0
1453,4.0,11.0,59.0,pro,other,0.0,1.0
1454,22.0,4.0,45.0,free,tech,0.0,0.0
1455,52.0,6.0,62.0,free,finance,1.0,0.0
1456,5.0,15.0,28.0,free,other,1.0,1.0
1457,89.0,20.0,128.0,free,finance,0.0,0.0
1458,41.0,6.0,118.0,free,tech,0.0,0.0
1459,24.0,1.0,71.0,pro,other,1.0,0.0
1460,46.0,11.0,69.0,free,tech,1.0,0.0
1461,71.0,8.0,51.0,free,tech,1.0,1.0
1462,28.0,6.0,44.0,pro,healthcare,1.0,0.0
1463,4.0,14.0,87.0,free,tech,1.0,1.0
1464,4.0,6.0,71.0,free,other,0.0,0.0
1465,77.0,8.0,86.0,free,tech,0.0,0.0
1466,10.0,14.0,86.0,free,tech,1.0,1.0
1467,57.0,20.0,78.0,free,other,0.0,0.0
1468,34.0,4.0,159.0,pro,tech,1.0,1.0
1469,70.0,4.0,186.0,free,finance,1.0,0.0
1470,5.0,4.0,93.0,free,finance,0.0,0.0
1471,81.0,10.0,66.0,free,tech,1.0,0.0
1472,63.0,10.0,101.0,free,tech,0.0,1.0
1473,40.0,4.0,49.0,pro,finance,0.0,1.0
1474,18.0,6.0,191.0,free,other,0.0,0.0
1475,88.0,17.0,46.0,free,finance,1.0,0.0
1476,27.0,13.0,48.0,free,finance,0.0,0.0
1477,44.0,10.0,145.0,pro,healthcare,1.0,0.0
1478,35.0,14.0,18.0,free,tech,0.0,0.0
1479,20.0,8.0,83.0,free,tech,1.0,1.0
1480,37.0,4.0,89.0,free,finance,1.0,0.0
1481,13.0,9.0,76.0,free,healthcare,1.0,0.0
1482,0.0,8.0,163.0,free,tech,1.0,1.0
1483,26.0,5.0,110.0,free,tech,0.0,1.0
1484,10.0,0.0,63.0,free,other,0.0,0.0
1485,37.0,2.0,36.0,free,healthcare,1.0,0.0
1486,78.0,10.0,46.0,free,other,0.0,0.0
1487,14.0,8.0,71.0,free,other,0.0,0.0
1488,0.0,24.0,75.0,free,healthcare,1.0,0.0
1489,10.0,14.0,100.0,pro,finance,1.0,1.0
1490,46.0,4.0,46.0,free,other,0.0,0.0
1491,25.0,3.0,51.0,free,healthcare,1.0,0.0
1492,44.0,6.0,79.0,pro,tech,0.0,0.0
1493,2.0,9.0,45.0,free,other,1.0,0.0
1494,30.0,10.0,59.0,pro,tech,1.0,0.0
1495,37.0,5.0,54.0,free,other,1.0,0.0
1496,39.0,3.0,122.0,pro,other,0.0,0.0
1497,50.0,0.0,134.0,free,tech,1.0,0.0
1498,71.0,19.0,101.0,free,tech,1.0,1.0
1499,42.0,1.0,25.0,free,other,1.0,0.0
1500,76.0,13.0,33.0,free,other,0.0,0.0
1501,48.0,12.0,98.0,free,healthcare,0.0,0.0
1502,23.0,10.0,61.0,free,finance,0.0,1.0
1503,20.0,9.0,45.0,free,other,0.0,0.0
1504,29.0,4.0,59.0,free,healthcare,1.0,0.0
1505,54.0,4.0,41.0,free,other,1.0,0.0
1506,22.0,13.0,52.0,free,tech,1.0,0.0
1507,83.0,7.0,81.0,pro,tech,0.0,1.0
1508,43.0,6.0,97.0,free,healthcare,1.0,0.0
1509,78.0,8.0,85.0,pro,healthcare,1.0,0.0
1510,62.0,14.0,70.0,free,tech,0.0,1.0
1511,30.0,7.0,74.0,free,tech,1.0,1.0
1512,20.0,3.0,44.0,free,other,1.0,0.0
1513,67.0,9.0,53.0,free,finance,1.0,0.0
1514,30.0,0.0,92.0,free,tech,0.0,0.0
1515,22.0,6.0,70.0,free,tech,1.0,1.0
1516,84.0,6.0,51.0,free,other,0.0,1.0
1517,43.0,16.0,97.0,pro,tech,1.0,0.0
1518,4.0,9.0,34.0,free,healthcare,0.0,0.0
1519,45.0,18.0,33.0,pro,finance,1.0,1.0
1520,41.0,16.0,74.0,free,other,1.0,0.0
1521,78.0,9.0,61.0,free,other,0.0,0.0
1522,64.0,6.0,82.0,free,healthcare,1.0,0.0
1523,17.0,30.0,41.0,pro,other,1.0,0.0
1524,13.0,5.0,41.0,free,other,1.0,0.0
1525,54.0,17.0,105.0,free,tech,0.0,1.0
1526,4.0,6.0,19.0,free,tech,0.0,0.0
1527,29.0,12.0,80.0,free,tech,1.0,1.0
1528,12.0,6.0,11.0,free,other,1.0,0.0
1529,1.0,13.0,104.0,pro,healthcare,1.0,1.0
1530,83.0,2.0,86.0,free,tech,0.0,0.0
1531,8.0,15.0,43.0,free,tech,0.0,1.0
1532,0.0,22.0,50.0,free,healthcare,1.0,1.0
1533,84.0,11.0,127.0,free,tech,0.0,0.0
1534,17.0,14.0,91.0,free,finance,1.0,1.0
1535,74.0,7.0,76.0,pro,tech,1.0,0.0
1536,2.0,12.0,116.0,pro,healthcare,1.0,0.0
1537,13.0,12.0,26.0,free,tech,1.0,0.0
1538,10.0,9.0,61.0,pro,finance,1.0,1.0
1539,64.0,2.0,70.0,free,tech,0.0,0.0
1540,56.0,10.0,32.0,pro,healthcare,1.0,0.0
1541,43.0,2.0,60.0,free,healthcare,0.0,0.0
1542,21.0,13.0,95.0,pro,other,1.0,0.0
1543,8.0,7.0,90.0,pro,healthcare,1.0,0.0
1544,51.0,2.0,112.0,free,healthcare,1.0,0.0
1545,20.0,23.0,27.0,free,finance,0.0,1.0
1546,53.0,2.0,62.0,free,tech,1.0,0.0
1547,62.0,18.0,74.0,free,healthcare,0.0,1.0
1548,77.0,11.0,86.0,free,tech,0.0,0.0
1549,44.0,11.0,56.0,free,healthcare,0.0,0.0
1550,0.0,13.0,38.0,free,tech,0.0,1.0
1551,25.0,3.0,200.0,free,tech,1.0,0.0
1552,77.0,13.0,162.0,free,finance,1.0,0.0
1553,48.0,5.0,168.0,free,other,1.0,0.0
1554,56.0,6.0,98.0,free,healthcare,0.0,0.0
1555,41.0,10.0,100.0,pro,healthcare,1.0,0.0
1556,14.0,7.0,70.0,pro,other,0.0,0.0
1557,81.0,6.0,90.0,pro,finance,0.0,0.0
1558,70.0,5.0,60.0,pro,healthcare,1.0,0.0
1559,90.0,30.0,39.0,pro,finance,1.0,1.0
1560,77.0,15.0,89.0,free,other,0.0,0.0
1561,26.0,8.0,74.0,free,healthcare,1.0,0.0
1562,23.0,7.0,73.0,free,tech,1.0,0.0
1563,22.0,6.0,59.0,free,tech,1.0,0.0
1564,83.0,2.0,83.0,pro,healthcare,1.0,0.0
1565,50.0,1.0,65.0,free,finance,1.0,0.0
1566,41.0,11.0,55.0,free,tech,0.0,0.0
1567,88.0,6.0,19.0,free,healthcare,0.0,0.0
1568,54.0,20.0,125.0,free,healthcare,0.0,1.0
1569,82.0,3.0,52.0,free,tech,0.0,0.0
1570,89.0,1.0,87.0,free,tech,0.0,0.0
1571,7.0,9.0,44.0,free,healthcare,1.0,1.0
1572,32.0,4.0,76.0,pro,tech,1.0,1.0
1573,66.0,5.0,43.0,pro,other,1.0,0.0
1574,73.0,5.0,75.0,free,finance,0.0,1.0
1575,13.0,6.0,126.0,free,finance,1.0,0.0
1576,28.0,30.0,95.0,free,other,1.0,1.0
1577,49.0,11.0,139.0,pro,healthcare,1.0,0.0
1578,72.0,22.0,50.0,pro,other,1.0,1.0
1579,10.0,13.0,57.0,free,other,1.0,1.0
1580,54.0,11.0,96.0,free,finance,1.0,0.0
1581,26.0,19.0,65.0,free,tech,1.0,0.0
1582,19.0,5.0,74.0,free,other,0.0,0.0
1583,46.0,5.0,149.0,free,tech,0.0,0.0
1584,37.0,17.0,95.0,free,finance,0.0,0.0
1585,57.0,5.0,49.0,pro,healthcare,0.0,0.0
1586,28.0,5.0,186.0,free,other,1.0,0.0
1587,74.0,6.0,20.0,free,healthcare,0.0,0.0
1588,7.0,2.0,70.0,free,tech,1.0,1.0
1589,78.0,12.0,120.0,free,healthcare,0.0,0.0
1590,2.0,5.0,74.0,free,healthcare,1.0,0.0
1591,66.0,5.0,72.0,free,tech,0.0,0.0
1592,31.0,7.0,43.0,pro,tech,1.0,1.0
1593,34.0,13.0,95.0,free,finance,1.0,1.0
1594,1.0,12.0,105.0,free,healthcare,0.0,0.0
1595,63.0,6.0,73.0,pro,healthcare,0.0,0.0
1596,15.0,5.0,33.0,free,finance,0.0,0.0
1597,59.0,5.0,163.0,pro,other,1.0,1.0
1598,65.0,15.0,21.0,pro,healthcare,1.0,0.0
1599,76.0,3.0,53.0,free,tech,1.0,0.0
1600,64.0,12.0,135.0,free,healthcare,1.0,1.0
1601,27.0,6.0,80.0,free,tech,1.0,1.0
1602,67.0,18.0,79.0,pro,tech,1.0,1.0
1603,75.0,9.0,39.0,free,healthcare,1.0,1.0
1604,28.0,2.0,88.0,pro,finance,1.0,1.0
1605,11.0,7.0,114.0,pro,other,1.0,0.0
1606,80.0,8.0,19.0,pro,finance,0.0,1.0
1607,13.0,9.0,77.0,pro,finance,1.0,0.0
1608,54.0,9.0,71.0,pro,tech,0.0,1.0
1609,21.0,2.0,64.0,pro,other,1.0,0.0
1610,11.0,8.0,104.0,free,tech,1.0,0.0
1611,70.0,7.0,67.0,free,finance,1.0,0.0
1612,13.0,6.0,98.0,free,finance,1.0,0.0
1613,60.0,9.0,114.0,free,other,0.0,0.0
1614,63.0,4.0,79.0,free,tech,0.0,0.0
1615,5.0,4.0,45.0,pro,healthcare,1.0,0.0
1616,15.0,6.0,55.0,pro,healthcare,0.0,1.0
1617,72.0,7.0,108.0,free,tech,1.0,0.0
1618,46.0,6.0,105.0,pro,tech,1.0,0.0
1619,11.0,9.0,63.0,free,tech,1.0,1.0
1620,90.0,6.0,122.0,free,tech,0.0,0.0
1621,24.0,11.0,39.0,pro,tech,0.0,0.0
1622,0.0,5.0,67.0,pro,tech,0.0,0.0
1623,84.0,18.0,71.0,pro,healthcare,0.0,0.0
1624,1.0,1.0,85.0,free,tech,0.0,0.0
1625,50.0,6.0,86.0,free,tech,1.0,0.0
1626,90.0,3.0,34.0,free,finance,1.0,0.0
1627,52.0,2.0,91.0,free,tech,1.0,0.0
1628,53.0,6.0,2.0,pro,tech,1.0,0.0
1629,35.0,16.0,118.0,pro,finance,1.0,0.0
1630,11.0,4.0,82.0,pro,healthcare,1.0,0.0
1631,52.0,13.0,77.0,free,finance,0.0,0.0
1632,81.0,6.0,76.0,free,tech,1.0,0.0
1633,8.0,12.0,79.0,pro,other,1.0,0.0
1634,80.0,16.0,53.0,pro,other,1.0,0.0
1635,37.0,5.0,57.0,free,tech,0.0,1.0
1636,48.0,11.0,55.0,free,healthcare,1.0,0.0
1637,15.0,7.0,51.0,pro,healthcare,0.0,0.0
1638,56.0,17.0,85.0,free,tech,1.0,0.0
1639,16.0,3.0,65.0,free,tech,1.0,0.0
1640,24.0,2.0,29.0,free,tech,0.0,0.0
1641,65.0,2.0,147.0,pro,tech,1.0,0.0
1642,4.0,2.0,53.0,free,tech,0.0,0.0
1643,40.0,13.0,77.0,free,tech,1.0,1.0
1644,54.0,7.0,73.0,free,finance,0.0,0.0
1645,12.0,9.0,112.0,free,healthcare,1.0,0.0
1646,26.0,4.0,40.0,free,finance,1.0,1.0
1647,31.0,5.0,75.0,free,finance,1.0,0.0
1648,60.0,13.0,47.0,pro,tech,0.0,0.0
1649,88.0,8.0,152.0,pro,healthcare,0.0,1.0
1650,76.0,5.0,86.0,pro,tech,1.0,0.0
1651,17.0,14.0,88.0,pro,tech,1.0,1.0
1652,1.0,9.0,173.0,free,other,1.0,0.0
1653,4.0,10.0,77.0,free,finance,1.0,0.0
1654,54.0,4.0,92.0,free,finance,0.0,0.0
1655,14.0,6.0,62.0,free,tech,0.0,0.0
1656,21.0,3.0,57.0,free,other,1.0,0.0
1657,77.0,1.0,41.0,free,tech,1.0,0.0
1658,79.0,1.0,38.0,free,healthcare,1.0,0.0
1659,76.0,8.0,85.0,free,healthcare,0.0,1.0
1660,23.0,8.0,55.0,free,other,1.0,0.0
1661,56.0,20.0,72.0,free,other,1.0,1.0
1662,55.0,5.0,95.0,free,tech,0.0,1.0
1663,16.0,15.0,50.0,free,tech,0.0,0.0
1664,50.0,9.0,61.0,free,other,1.0,0.0
1665,47.0,7.0,61.0,pro,tech,1.0,1.0
1666,36.0,6.0,70.0,pro,other,0.0,1.0
1667,68.0,15.0,50.0,free,finance,0.0,1.0
1668,61.0,7.0,41.0,free,tech,0.0,1.0
1669,48.0,16.0,152.0,free,tech,0.0,1.0
1670,66.0,10.0,105.0,free,other,1.0,1.0
1671,69.0,8.0,104.0,free,tech,1.0,0.0
1672,51.0,14.0,52.0,free,finance,0.0,0.0
1673,24.0,14.0,81.0,free,healthcare,0.0,1.0
1674,69.0,12.0,65.0,free,finance,1.0,0.0
1675,65.0,8.0,55.0,pro,tech,1.0,0.0
1676,89.0,11.0,63.0,free,tech,0.0,0.0
1677,13.0,11.0,56.0,free,tech,1.0,0.0
1678,38.0,11.0,125.0,pro,other,1.0,1.0
1679,84.0,9.0,52.0,free,finance,0.0,0.0
1680,46.0,7.0,111.0,free,tech,0.0,1.0
1681,85.0,10.0,110.0,free,tech,1.0,1.0
1682,1.0,6.0,109.0,pro,healthcare,0.0,0.0
1683,3.0,13.0,62.0,pro,healthcare,1.0,1.0
1684,72.0,4.0,52.0,free,tech,1.0,1.0
1685,32.0,11.0,121.0,pro,tech,1.0,1.0
1686,47.0,16.0,102.0,free,healthcare,0.0,1.0
1687,38.0,12.0,51.0,free,other,1.0,0.0
1688,37.0,11.0,70.0,free,finance,1.0,1.0
1689,85.0,26.0,80.0,pro,tech,1.0,1.0
1690,8.0,8.0,71.0,free,other,1.0,1.0
1691,70.0,2.0,29.0,free,finance,0.0,0.0
1692,80.0,13.0,55.0,free,healthcare,1.0,0.0
1693,59.0,5.0,81.0,free,tech,0.0,0.0
1694,35.0,19.0,104.0,free,other,0.0,1.0
1695,14.0,10.0,105.0,pro,tech,1.0,1.0
1696,62.0,4.0,100.0,free,healthcare,1.0,0.0
1697,42.0,4.0,46.0,free,finance,1.0,0.0
1698,13.0,14.0,76.0,free,tech,1.0,1.0
1699,32.0,2.0,124.0,free,tech,0.0,0.0
1700,87.0,6.0,44.0,free,other,0.0,1.0
1701,24.0,1.0,130.0,pro,finance,0.0,1.0
1702,16.0,5.0,59.0,free,finance,1.0,0.0
1703,62.0,25.0,64.0,free,tech,0.0,1.0
1704,18.0,9.0,114.0,free,tech,1.0,0.0
1705,83.0,1.0,99.0,pro,tech,1.0,0.0
1706,78.0,11.0,141.0,pro,tech,1.0,1.0
1707,89.0,13.0,68.0,pro,finance,0.0,1.0
1708,83.0,3.0,44.0,free,tech,0.0,0.0
1709,22.0,9.0,51.0,free,healthcare,1.0,0.0
1710,19.0,6.0,82.0,free,healthcare,1.0,0.0
1711,31.0,13.0,60.0,free,finance,1.0,1.0
1712,42.0,21.0,73.0,free,tech,1.0,1.0
1713,80.0,6.0,70.0,pro,other,1.0,0.0
1714,66.0,14.0,96.0,pro,other,1.0,1.0
1715,58.0,23.0,28.0,free,healthcare,0.0,0.0
1716,79.0,7.0,98.0,free,healthcare,1.0,0.0
1717,58.0,12.0,65.0,free,tech,0.0,0.0
1718,34.0,4.0,31.0,free,finance,0.0,0.0
1719,37.0,11.0,131.0,free,tech,1.0,0.0
1720,47.0,27.0,68.0,free,tech,0.0,1.0
1721,8.0,2.0,105.0,free,finance,1.0,0.0
1722,67.0,2.0,44.0,free,tech,1.0,0.0
1723,59.0,5.0,116.0,free,healthcare,0.0,0.0
1724,66.0,11.0,60.0,pro,other,1.0,0.0
1725,48.0,3.0,73.0,free,finance,1.0,0.0
1726,71.0,5.0,146.0,pro,tech,1.0,1.0
1727,86.0,3.0,58.0,free,tech,0.0,0.0
1728,51.0,18.0,18.0,free,finance,1.0,0.0
1729,40.0,9.0,75.0,free,finance,1.0,0.0
1730,9.0,5.0,44.0,pro,finance,1.0,0.0
1731,70.0,19.0,153.0,free,other,1.0,1.0
1732,82.0,16.0,91.0,free,other,1.0,1.0
1733,63.0,2.0,27.0,free,healthcare,1.0,0.0
1734,78.0,11.0,96.0,pro,tech,1.0,1.0
1735,78.0,12.0,34.0,free,tech,0.0,0.0
1736,72.0,10.0,101.0,free,tech,0.0,1.0
1737,45.0,8.0,70.0,pro,healthcare,0.0,1.0
1738,9.0,9.0,94.0,free,other,1.0,0.0
1739,0.0,3.0,101.0,pro,healthcare,1.0,0.0
1740,18.0,2.0,139.0,free,other,0.0,0.0
1741,39.0,10.0,44.0,pro,tech,0.0,0.0
1742,67.0,12.0,127.0,free,healthcare,1.0,1.0
1743,41.0,13.0,118.0,free,tech,1.0,1.0
1744,2.0,6.0,30.0,free,healthcare,1.0,0.0
1745,19.0,9.0,42.0,free,tech,0.0,0.0
1746,89.0,13.0,174.0,pro,healthcare,1.0,0.0
1747,89.0,15.0,35.0,free,other,1.0,0.0
1748,34.0,0.0,6.0,free,tech,0.0,0.0
1749,73.0,21.0,63.0,free,other,1.0,1.0
1750,65.0,4.0,63.0,pro,tech,0.0,0.0
1751,84.0,8.0,190.0,free,healthcare,1.0,1.0
1752,80.0,13.0,47.0,free,finance,0.0,0.0
1753,57.0,4.0,59.0,pro,tech,0.0,1.0
1754,35.0,2.0,66.0,free,healthcare,0.0,0.0
1755,57.0,22.0,67.0,free,tech,0.0,1.0
1756,29.0,0.0,90.0,free,finance,1.0,0.0
1757,31.0,4.0,58.0,free,tech,1.0,0.0
1758,55.0,5.0,73.0,free,tech,0.0,0.0
1759,51.0,9.0,74.0,pro,tech,0.0,1.0
1760,52.0,9.0,79.0,pro,healthcare,1.0,0.0
1761,35.0,9.0,41.0,free,tech,0.0,0.0
1762,37.0,19.0,72.0,free,tech,1.0,1.0
1763,0.0,10.0,78.0,free,tech,1.0,0.0
1764,54.0,3.0,83.0,free,tech,0.0,0.0
1765,52.0,1.0,16.0,free,tech,0.0,0.0
1766,85.0,6.0,67.0,free,finance,0.0,0.0
1767,45.0,3.0,52.0,free,other,1.0,0.0
1768,42.0,4.0,92.0,free,tech,0.0,1.0
1769,6.0,15.0,29.0,free,tech,1.0,0.0
1770,17.0,16.0,65.0,free,other,1.0,1.0
1771,30.0,1.0,61.0,free,other,0.0,0.0
1772,34.0,6.0,58.0,free,other,0.0,0.0
1773,33.0,8.0,81.0,free,healthcare,1.0,0.0
1774,35.0,6.0,91.0,free,tech,0.0,0.0
1775,69.0,4.0,54.0,pro,tech,0.0,0.0
1776,11.0,7.0,94.0,pro,tech,1.0,0.0
1777,30.0,3.0,96.0,pro,tech,0.0,0.0
1778,14.0,6.0,181.0,free,tech,1.0,1.0
1779,28.0,12.0,62.0,pro,tech,1.0,0.0
1780,62.0,2.0,111.0,free,tech,0.0,1.0
